Event times and instantaneous frequencies between 0 s and 328.514 s on channel 401

Time	Inst freq
55.9392	5.10035
56.2103	3.68829
56.4213	4.73815
56.6191	5.05679
56.8299	4.7432
56.9768	6.80856
57.1873	4.75145
57.3206	7.49738
57.4888	5.9475
57.6959	4.82672
57.9089	4.6955
58.1137	4.88336
58.3124	5.03289
58.4537	7.07744
58.5527	10.0983
58.7517	5.02651
58.9971	4.07448
59.2515	3.93114
59.4298	5.60742
59.612	5.48796
59.8071	5.12702
59.9823	5.70639
60.1844	4.94839
60.4509	3.75266
60.6448	5.15597
60.8331	5.31158
61.0354	4.94171
61.2267	5.22769
61.4046	5.62341
61.5863	5.50237
61.8337	4.04178
62.0503	4.6177
62.2586	4.79996
62.4657	4.8277
62.6395	5.75407
62.8793	4.17131
63.1264	4.04688
63.3592	4.29481
63.5251	6.02958
63.6563	7.61974
63.8046	6.74095
63.943	7.23034
64.1403	5.06616
64.3735	4.28824
64.6133	4.17
64.8259	4.70478
65.0373	4.73095
65.1808	6.96956
65.3347	6.49671
65.5486	4.67482
65.7737	4.44137
65.9664	5.1917
66.1504	5.43428
66.3765	4.42186
66.5734	5.0796
66.8267	3.9472
67.0333	4.84011
67.2631	4.35218
67.4992	4.23652
67.6462	6.80078
67.8227	5.66431
68.0074	5.41618
68.2395	4.30736
68.4718	4.3048
68.6559	5.43224
68.9086	3.957
69.1427	4.27159
69.3266	5.43836
69.5011	5.73053
69.6842	5.4635
69.8595	5.7021
70.0578	5.04271
70.2508	5.18299
70.4727	4.50584
70.663	5.25464
70.8911	4.384
71.1108	4.55168
71.3525	4.13729
71.5252	5.79086
71.7631	4.20329
71.9514	5.3109
72.2289	3.60372
72.4107	5.4991
72.6977	3.48482
72.9299	4.30708
73.1826	3.95634
73.3774	5.13334
73.6064	4.36729
73.7388	7.55532
73.9624	4.47103
74.1971	4.26208
74.4002	4.92281
74.606	4.85909
74.8262	4.5412
75.0611	4.25806
75.2373	5.67424
75.4375	4.99578
75.6315	5.15469
75.8648	4.28603
76.0311	6.01327
76.209	5.62038
76.5327	3.08942
76.7497	4.60832
76.9883	4.19155
77.1433	6.44883
77.332	5.30026
77.5895	3.88342
77.8233	4.27679
77.999	5.69363
78.158	6.2867
78.3844	4.41741
78.5999	4.64072
78.8422	4.12746
78.9492	9.33995
79.1904	4.14687
79.3592	5.92224
79.5785	4.56121
79.6902	8.9471
79.9006	4.7543
80.135	4.26503
80.2837	6.72748
80.4838	4.99833
80.7198	4.23576
80.949	4.36397
81.1801	4.32737
81.3749	5.13192
81.5869	4.71796
81.8035	4.61712
81.967	6.11632
82.1743	4.82274
82.3371	6.14507
82.5698	4.29686
82.7611	5.22704
82.9576	5.08999
83.2511	3.40633
83.5506	3.33881
83.7524	4.9567
83.992	4.17256
84.1946	4.93644
84.4017	4.82868
84.6156	4.67554
84.7776	6.17215
85.019	4.14341
85.2118	5.18565
85.4564	4.08827
85.6405	5.43322
85.7773	7.30898
86.0037	4.41665
86.2088	4.87493
86.4402	4.32148
86.646	4.86029
86.8603	4.66664
87.0694	4.7811
87.2452	5.68935
87.4994	3.93323
87.7017	4.94457
87.9112	4.77165
88.1565	4.07712
88.3697	4.69048
88.6201	3.99407
88.7962	5.67714
89.0787	3.53974
89.2821	4.91809
89.5296	4.04016
89.7726	4.11512
89.9861	4.68356
90.1945	4.79747
90.4658	3.68703
90.6644	5.03418
90.877	4.70478
91.0669	5.2646
91.3227	3.90874
91.5591	4.23001
91.7562	5.07418
91.9427	5.36156
92.1241	5.51265
92.3375	4.68579
92.5451	4.81703
92.8284	3.53014
93.0304	4.95111
93.2287	5.04233
93.3764	6.773
93.6237	4.04276
93.8227	5.02454
94.152	3.0374
94.3751	4.48161
94.4511	13.1617
94.7548	3.29225
94.9841	4.36089
95.1973	4.69034
95.4115	4.66952
95.5953	5.43916
95.7559	6.23006
95.9427	5.3514
96.1196	5.65518
96.2675	6.75776
96.5393	3.67897
96.7842	4.08412
96.9961	4.71883
97.2005	4.89261
97.3294	7.75555
97.5196	5.25928
97.7372	4.59624
98.0529	3.16682
98.2937	4.15286
98.4544	6.22285
98.661	4.84165
98.8736	4.70285
99.0771	4.91302
99.3759	3.34689
99.5394	6.11733
99.7672	4.3892
99.9706	4.91686
100.218	4.0405
100.458	4.16792
100.646	5.33231
100.85	4.88651
101.057	4.82616
101.358	3.3303
101.614	3.89435
101.773	6.30024
101.999	4.42069
102.222	4.49551
102.458	4.22765
102.664	4.85611
102.852	5.32405
103.137	3.51458
103.418	3.55484
103.674	3.91209
103.816	6.99839
103.96	6.95198
104.233	3.66828
104.45	4.61661
104.778	3.0432
104.966	5.3272
105.162	5.10379
105.392	4.34288
105.711	3.13183
105.902	5.25025
106.07	5.96218
106.313	4.10737
106.553	4.16609
106.769	4.63002
107.041	3.67609
107.262	4.51824
107.461	5.03373
107.731	3.70976
107.982	3.97559
108.22	4.20695
108.424	4.90889
108.596	5.8148
108.843	4.03781
109.026	5.48417
109.195	5.89397
109.437	4.13827
109.704	3.74502
109.892	5.32337
110.174	3.54651
110.357	5.44413
110.573	4.64259
110.818	4.07892
111.029	4.7329
111.25	4.52045
111.524	3.66172
111.77	4.06039
111.933	6.11486
112.224	3.44406
112.526	3.31246
112.798	3.67091
113.099	3.32088
113.31	4.73323
113.557	4.06251
113.824	3.74061
114.077	3.95474
114.283	4.85625
114.533	4.00026
114.748	4.64175
114.974	4.41811
115.188	4.69232
115.364	5.68043
115.567	4.90745
115.863	3.38654
116.075	4.71529
116.319	4.08868
116.515	5.10699
116.784	3.72331
117.056	3.67492
117.249	5.18597
117.456	4.81584
117.658	4.94633
117.835	5.65556
118.092	3.89026
118.36	3.73575
118.722	2.75906
118.947	4.44978
119.204	3.88605
119.48	3.62492
119.687	4.84067
119.877	5.27201
120.129	3.96858
120.32	5.23434
120.671	2.84813
120.921	3.99637
121.137	4.62918
121.29	6.51971
121.495	4.88336
121.766	3.68911
122.072	3.26929
122.262	5.27384
122.458	5.08859
122.726	3.74179
123.024	3.35291
123.279	3.92434
123.485	4.85215
123.659	5.7323
123.854	5.12237
124.078	4.47349
124.379	3.32316
124.572	5.17888
124.891	3.13422
125.142	3.99096
125.373	4.31628
125.672	3.34289
125.882	4.77918
126.096	4.6553
126.425	3.04548
126.677	3.96306
126.881	4.89663
127.125	4.1061
127.375	3.99111
127.609	4.28576
127.95	2.93231
128.228	3.58871
128.421	5.20151
128.694	3.66316
128.901	4.82714
129.073	5.80892
129.218	6.91506
129.518	3.32469
129.772	3.94501
129.979	4.83498
130.308	3.03812
130.526	4.5932
130.772	4.05742
130.932	6.26013
131.257	3.07514
131.443	5.36475
131.76	3.16142
131.981	4.51916
132.21	4.35998
132.485	3.63354
132.662	5.65432
132.938	3.63211
133.2	3.8097
133.442	4.14295
133.674	4.30986
133.758	11.859
134.019	3.83658
134.411	2.54789
134.682	3.69316
134.818	7.31459
134.927	9.184
135.259	3.01968
135.479	4.53416
135.67	5.24142
135.902	4.30413
136.178	3.6312
136.393	4.63762
136.562	5.93246
136.752	5.26934
136.971	4.55255
137.222	3.98753
137.526	3.29462
137.75	4.46409
138.027	3.60501
138.227	4.99481
138.424	5.0674
138.66	4.25469
138.755	10.468
139.119	2.74844
139.32	4.98003
139.501	5.52004
139.719	4.58008
139.953	4.28344
140.195	4.12184
140.393	5.0657
140.689	3.37642
140.954	3.77134
141.158	4.90326
141.385	4.40917
141.555	5.86359
141.776	4.53305
141.965	5.27426
142.15	5.43233
142.485	2.97699
142.676	5.25108
142.892	4.6259
143.13	4.20323
143.376	4.06588
143.662	3.4941
143.887	4.44794
144.094	4.82672
144.333	4.18703
144.596	3.79733
144.856	3.85673
145.079	4.4759
145.375	3.38416
145.534	6.27309
145.745	4.73397
145.954	4.79423
146.225	3.69177
146.454	4.36889
146.713	3.85901
146.936	4.4678
147.201	3.78375
147.42	4.5639
147.663	4.12036
147.867	4.89577
148.092	4.44616
148.284	5.19899
148.573	3.46641
148.806	4.27932
149	5.15916
149.208	4.79913
149.367	6.3074
149.76	2.54164
149.982	4.51702
150.194	4.70378
150.367	5.79388
150.604	4.21482
150.866	3.82364
151.103	4.22208
151.325	4.50718
151.62	3.38929
151.817	5.06347
152.082	3.77232
152.302	4.55293
152.503	4.96106
152.729	4.43729
152.957	4.38666
153.196	4.17627
153.394	5.06155
153.571	5.62835
153.83	3.87259
154.069	4.18072
154.098	34.0275
154.47	2.6862
154.74	3.71315
154.945	4.8728
155.121	5.68984
155.39	3.71675
155.598	4.79451
155.831	4.29503
156.049	4.59175
156.26	4.74003
156.418	6.3416
156.682	3.78521
156.917	4.24742
157.111	5.1488
157.263	6.6021
157.379	8.6224
157.602	4.48565
157.828	4.42997
158.09	3.80544
158.295	4.87779
158.531	4.23512
158.757	4.42891
158.979	4.50609
159.191	4.71329
159.456	3.7801
159.669	4.68566
159.91	4.16344
160.115	4.86291
160.252	7.31363
160.54	3.47581
160.74	4.99923
160.994	3.93783
161.217	4.48396
161.422	4.87593
161.583	6.19314
161.824	4.14362
162.09	3.77257
162.266	5.662
162.547	3.56148
162.853	3.26465
163.057	4.89764
163.283	4.42515
163.463	5.55861
163.722	3.86989
163.948	4.41466
164.194	4.07199
164.415	4.51751
164.611	5.11146
164.858	4.04619
165.066	4.81577
165.294	4.38539
165.514	4.53595
165.744	4.34582
166.025	3.56057
166.242	4.61783
166.478	4.22256
166.65	5.84406
166.925	3.62851
167.227	3.30993
167.489	3.82772
167.74	3.97616
167.897	6.36849
168.218	3.11935
168.402	5.4287
168.714	3.20297
168.934	4.55504
169.135	4.9556
169.35	4.66618
169.604	3.92785
169.855	3.98548
170.099	4.09495
170.295	5.10222
170.54	4.09606
170.721	5.49801
170.946	4.45955
171.249	3.29114
171.496	4.05318
171.708	4.71482
171.927	4.56702
172.114	5.35622
172.446	3.01583
172.732	3.48588
173.015	3.54365
173.192	5.62189
173.425	4.30624
173.692	3.7441
173.939	4.0405
174.156	4.6147
174.337	5.51165
174.538	4.99488
174.783	4.07145
175.056	3.67156
175.297	4.13606
175.519	4.50469
175.708	5.29874
176.041	3.00609
176.23	5.29453
176.465	4.24747
176.708	4.10965
177.004	3.38585
177.212	4.80453
177.43	4.59479
177.654	4.45466
177.936	3.54761
178.13	5.16052
178.479	2.86155
178.774	3.38564
179.044	3.71357
179.249	4.87087
179.508	3.86532
179.741	4.29658
179.957	4.62693
180.124	5.96709
180.32	5.10981
180.601	3.55639
180.832	4.3221
181.089	3.89918
181.303	4.67803
181.492	5.28773
181.726	4.27126
181.93	4.90275
182.17	4.16891
182.396	4.42157
182.579	5.47687
182.824	4.07623
183.018	5.14387
183.28	3.81921
183.468	5.31971
183.746	3.59839
183.955	4.79582
184.201	4.05076
184.423	4.50505
184.644	4.52548
184.851	4.84983
185.057	4.85244
185.324	3.73512
185.581	3.90041
185.83	4.00593
186.065	4.25719
186.371	3.27096
186.629	3.87043
186.793	6.11307
186.977	5.438
187.184	4.82058
187.409	4.44439
187.65	4.15856
187.881	4.32266
188.08	5.03646
188.257	5.63016
188.505	4.0382
188.698	5.18968
188.894	5.0889
189.075	5.51174
189.353	3.60704
189.565	4.70949
189.853	3.47117
190.139	3.50122
190.356	4.59973
190.519	6.15017
190.738	4.56477
190.939	4.96113
191.166	4.41238
191.413	4.04717
191.623	4.75423
191.771	6.75899
192.023	3.98214
192.194	5.82343
192.445	3.98219
192.676	4.33824
192.886	4.76599
193.087	4.95582
193.314	4.4211
193.587	3.65706
193.857	3.70272
194.128	3.69058
194.332	4.91294
194.513	5.5132
194.838	3.07546
195.071	4.2873
195.295	4.47926
195.501	4.84194
195.778	3.61447
195.971	5.16692
196.272	3.32495
196.416	6.93375
196.666	4.01205
196.866	4.99773
197.158	3.41674
197.373	4.66795
197.59	4.59719
197.801	4.74719
198.048	4.04119
198.247	5.02811
198.523	3.62918
198.738	4.6538
198.956	4.58423
199.185	4.36175
199.452	3.7446
199.683	4.33261
199.934	3.981
200.105	5.85638
200.313	4.80647
200.505	5.19859
200.78	3.64578
200.967	5.32788
201.208	4.151
201.46	3.9744
201.644	5.4287
201.939	3.38991
202.159	4.55199
202.436	3.6022
202.661	4.44154
202.834	5.77881
203.085	3.99814
203.293	4.80155
203.52	4.39963
203.706	5.37825
203.964	3.87039
204.2	4.23732
204.482	3.54712
204.683	4.97238
204.957	3.65613
205.194	4.21184
205.414	4.54982
205.575	6.21937
205.807	4.30958
206.011	4.91345
206.275	3.78513
206.496	4.52407
206.671	5.69518
207.033	2.76419
207.225	5.20825
207.424	5.0197
207.727	3.30157
207.901	5.7508
208.222	3.11728
208.521	3.34239
208.753	4.31432
208.922	5.91258
209.165	4.12215
209.411	4.06569
209.697	3.48544
210.021	3.09355
210.248	4.40434
210.401	6.50559
210.721	3.13021
210.929	4.80869
211.169	4.16011
211.365	5.11679
211.648	3.52737
211.871	4.48632
212.115	4.1058
212.313	5.0515
212.535	4.49861
212.82	3.50438
212.996	5.70581
213.285	3.45463
213.539	3.94342
213.814	3.62772
214.017	4.93469
214.186	5.92098
214.499	3.19147
214.745	4.06039
214.958	4.71309
215.195	4.21957
215.497	3.30967
215.707	4.75871
215.942	4.25349
216.123	5.52617
216.384	3.82803
216.642	3.8789
216.874	4.31047
217.149	3.63381
217.354	4.88723
217.584	4.35155
217.928	2.90461
218.141	4.68336
218.352	4.74158
218.581	4.37164
218.873	3.42541
219.074	4.97817
219.342	3.7229
219.506	6.09596
219.698	5.23409
219.977	3.57543
220.216	4.18267
220.475	3.86581
220.671	5.10043
220.89	4.56383
221.182	3.42548
221.389	4.821
221.584	5.14141
221.744	6.25767
221.959	4.64214
222.183	4.47361
222.438	3.91452
222.678	4.16599
222.946	3.73696
223.172	4.41864
223.376	4.90196
223.632	3.90361
223.804	5.81176
224.087	3.54263
224.373	3.49212
224.583	4.76211
224.813	4.34684
224.992	5.60337
225.189	5.07179
225.464	3.63282
225.686	4.49436
225.93	4.1138
226.128	5.02955
226.303	5.74178
226.543	4.15503
226.787	4.09838
226.997	4.76626
227.233	4.23243
227.451	4.58631
227.779	3.04898
227.984	4.88694
228.192	4.80529
228.406	4.67344
228.721	3.17633
229.001	3.56819
229.247	4.05885
229.453	4.86433
229.713	3.84481
229.894	5.52608
230.147	3.96175
230.459	3.20507
230.641	5.49158
230.866	4.44563
231.169	3.29498
231.425	3.90421
231.685	3.84556
231.922	4.22958
232.215	3.40738
232.47	3.92577
232.687	4.60342
232.901	4.67502
233.089	5.32694
233.336	4.0407
233.61	3.64637
233.874	3.79055
234.034	6.26237
234.184	6.67387
234.516	3.00932
234.796	3.56812
235.029	4.29675
235.305	3.62922
235.593	3.47262
235.789	5.08037
236.047	3.88804
236.281	4.2598
236.492	4.75118
236.787	3.38495
237.043	3.90416
237.234	5.24167
237.48	4.0711
237.733	3.94538
238.007	3.65894
238.183	5.67231
238.239	17.6732
238.611	2.69408
238.886	3.62713
239.185	3.35389
239.386	4.95236
239.663	3.61447
239.99	3.05659
240.243	3.9592
240.465	4.49109
240.712	4.06048
240.962	3.99628
241.162	5.0023
241.447	3.50704
241.739	3.429
242.04	3.3235
242.223	5.44049
242.503	3.57581
242.752	4.02256
243.03	3.59343
243.312	3.54999
243.564	3.96769
243.904	2.93686
244.124	4.5551
244.409	3.50818
244.627	4.58631
244.86	4.28714
245.119	3.86693
245.398	3.57903
245.686	3.47824
245.932	4.05762
246.17	4.2008
246.372	4.94113
246.738	2.73828
246.994	3.8985
247.244	3.99522
247.496	3.97768
247.719	4.47914
248.071	2.84038
248.312	4.14341
248.561	4.02334
248.771	4.75179
249.034	3.80574
249.3	3.76325
249.336	27.5459
249.603	3.75249
249.928	3.07033
250.163	4.25659
250.397	4.27581
250.791	2.53756
251.052	3.82926
251.279	4.41244
251.531	3.96481
251.762	4.33064
252	4.20053
252.241	4.1623
252.479	4.19932
252.663	5.43171
252.905	4.12301
253.185	3.57106
253.477	3.43501
253.713	4.23178
253.908	5.1171
254.136	4.38204
254.407	3.69357
254.669	3.81768
254.904	4.25344
255.201	3.37471
255.453	3.95972
255.717	3.78822
256.01	3.41415
256.233	4.47397
256.446	4.6947
256.685	4.18545
256.975	3.4543
257.259	3.5184
257.486	4.4009
257.699	4.71262
257.949	3.99489
258.192	4.10813
258.437	4.08452
258.672	4.26547
258.935	3.79677
259.229	3.39758
259.442	4.69067
259.686	4.11289
259.901	4.63626
260.112	4.74739
260.347	4.2498
260.637	3.4503
260.906	3.71642
261.142	4.24618
261.398	3.89709
261.61	4.728
261.764	6.46772
262.044	3.57156
262.337	3.42175
262.527	5.25704
262.745	4.59149
262.94	5.10942
263.245	3.28627
263.45	4.8795
263.72	3.69574
263.988	3.73608
264.241	3.95118
264.454	4.69708
264.642	5.30001
264.981	2.95794
265.215	4.27126
265.537	3.106
265.729	5.19583
265.954	4.45347
266.263	3.23518
266.546	3.52495
266.793	4.05382
267.02	4.40009
267.336	3.16694
267.59	3.93997
267.841	3.99049
268.039	5.04203
268.31	3.69402
268.5	5.26343
268.76	3.84162
268.968	4.79437
269.206	4.20323
269.492	3.50368
269.727	4.24775
269.957	4.34843
270.073	8.63603
270.354	3.55491
270.588	4.28477
270.771	5.44129
271.022	3.99728
271.236	4.65504
271.509	3.66373
271.714	4.89678
271.923	4.77131
272.156	4.28587
272.475	3.14113
272.669	5.14673
272.891	4.51524
273.2	3.23716
273.408	4.79003
273.659	3.98915
273.869	4.76613
274.138	3.71808
274.355	4.59897
274.568	4.70272
274.789	4.51298
275.027	4.21344
275.332	3.27952
275.533	4.97312
275.813	3.57451
276.045	4.2962
276.242	5.08169
276.488	4.06445
276.696	4.80813
276.934	4.19588
277.201	3.75642
277.419	4.57279
277.643	4.46415
277.885	4.13909
278.071	5.38129
278.266	5.11577
278.536	3.70169
278.848	3.20735
279.011	6.13061
279.254	4.11264
279.467	4.70259
279.717	4.00218
279.937	4.53953
280.215	3.59451
280.52	3.27887
280.787	3.74528
281.008	4.54294
281.247	4.18293
281.519	3.67621
281.726	4.81077
282.05	3.09235
282.27	4.54889
282.54	3.69951
282.728	5.30845
283.003	3.64096
283.256	3.9487
283.478	4.51145
283.753	3.6373
283.913	6.22843
284.114	4.98681
284.419	3.27678
284.618	5.03418
284.858	4.15571
285.12	3.81834
285.348	4.39945
285.565	4.60501
285.863	3.35829
286.132	3.7122
286.337	4.883
286.513	5.66922
286.785	3.67824
286.979	5.14268
287.211	4.31042
287.447	4.25333
287.555	9.2137
287.695	7.17015
287.887	5.20492
288.22	3.00409
288.53	3.22145
288.764	4.27383
288.978	4.66135
289.196	4.60316
289.509	3.19573
289.774	3.77001
289.932	6.32847
290.267	2.98221
290.458	5.22925
290.713	3.92065
290.946	4.30602
291.219	3.65702
291.452	4.29056
291.651	5.02515
291.865	4.68106
292.054	5.29723
292.356	3.31003
292.724	2.71836
292.963	4.18015
293.154	5.24497
293.354	4.99878
293.636	3.54
293.931	3.39322
294.103	5.81916
294.308	4.86931
294.549	4.15374
294.779	4.34311
295.006	4.41419
295.294	3.46955
295.54	4.05244
295.767	4.42139
295.966	5.02841
296.202	4.22856
296.437	4.25909
296.675	4.20509
296.974	3.34085
297.168	5.15645
297.412	4.09732
297.64	4.3929
297.872	4.29708
298.076	4.91686
298.323	4.03903
298.597	3.65521
298.803	4.84018
299.086	3.54184
299.331	4.07214
299.58	4.02907
299.802	4.48789
300.042	4.16604
300.218	5.6846
300.52	3.31391
300.655	7.42523
300.946	3.43643
301.247	3.32356
301.513	3.74991
301.805	3.42759
302.021	4.62725
302.243	4.5039
302.518	3.64147
302.79	3.67144
303.018	4.39302
303.246	4.38868
303.512	3.76019
303.767	3.91908
303.923	6.38949
304.239	3.16694
304.437	5.05656
304.66	4.48101
304.883	4.49248
305.128	4.07493
305.365	4.21797
305.618	3.95006
305.823	4.87258
306.024	4.99833
306.36	2.97075
306.644	3.52264
306.904	3.8402
307.104	5.01291
307.385	3.55924
307.62	4.25251
307.849	4.3721
308.082	4.29476
308.29	4.79471
308.558	3.73132
308.853	3.39101
309.131	3.59726
309.344	4.7065
309.501	6.36862
309.867	2.72547
310.111	4.09949
310.423	3.20704
310.713	3.45169
310.909	5.09973
311.166	3.89113
311.358	5.22065
311.579	4.5095
311.786	4.84658
311.962	5.66701
312.231	3.71721
312.465	4.27954
312.793	3.04653
312.989	5.10527
313.214	4.4351
313.465	3.99221
313.622	6.37129
313.902	3.56621
314.089	5.34736
314.35	3.82974
314.587	4.23028
314.744	6.36849
314.968	4.46289
315.273	3.27404
315.571	3.35984
315.815	4.09425
316.124	3.23914
316.32	5.09178
316.681	2.77295
316.875	5.16076
317.133	3.87448
317.351	4.5731
317.64	3.46371
317.881	4.14285
318.157	3.63025
318.52	2.75703
318.729	4.77514
318.909	5.5614
319.125	4.62398
319.366	4.15628
319.577	4.72827
319.801	4.46666
320.112	3.21753
320.321	4.77644
320.561	4.16703
320.758	5.09186
321.058	3.3295
321.291	4.2947
321.554	3.79551
321.78	4.43746
321.993	4.68639
322.156	6.12835
322.426	3.70552
322.7	3.65561
322.94	4.15851
323.248	3.25108
323.523	3.63092
323.739	4.63549
323.929	5.24711
324.151	4.51396
324.389	4.20149
324.577	5.32822
324.836	3.85
325.109	3.66228
325.324	4.67043
325.524	4.98733
325.751	4.40044
325.971	4.55816
326.128	6.35574
326.438	3.22982
326.746	3.2438
327.026	3.56476
327.256	4.36169
327.432	5.6647
327.63	5.06555
